,id,link,author,description,source,favorite_count,retweet_count,lang,tweet_type,user_statuses_count,user_friends_count,user_followers_count,boost_value ,token,re_stop,stem,join
141,142,https://twitter.com/randhilicious/statuses/1577181249994903553,randhilicious, bln lalu di halte manggarai udah dikasih tau tapin dulu lalu saldo dipotong saat tapout tp sosialisasi lwt orasi lisan ptugas layanan di halte klo gue yg pake kartu jaklingko enak bgini sldo dipotong pas tap out bkn pas tap in biar bs nikmati tarif integrasi rp  ,Twitter for Android,0,0,in,reply,11224,369,762,0,"['bln', 'lalu', 'di', 'halte', 'manggarai', 'udah', 'dikasih', 'tau', 'tapin', 'dulu', 'lalu', 'saldo', 'dipotong', 'saat', 'tapout', 'tp', 'sosialisasi', 'lwt', 'orasi', 'lisan', 'ptugas', 'layanan', 'di', 'halte', 'klo', 'gue', 'yg', 'pake', 'kartu', 'jaklingko', 'enak', 'bgini', 'sldo', 'dipotong', 'pas', 'tap', 'out', 'bkn', 'pas', 'tap', 'in', 'biar', 'bs', 'nikmati', 'tarif', 'integrasi', 'rp']","['bln', 'halte', 'manggarai', 'udah', 'dikasih', 'tau', 'tapin', 'saldo', 'dipotong', 'tapout', 'tp', 'sosialisasi', 'lwt', 'orasi', 'lisan', 'ptugas', 'layanan', 'halte', 'klo', 'gue', 'pake', 'kartu', 'jaklingko', 'enak', 'bgini', 'sldo', 'dipotong', 'pas', 'tap', 'out', 'bkn', 'pas', 'tap', 'in', 'biar', 'bs', 'nikmati', 'tarif', 'integrasi', 'rp']","['bln', 'halte', 'manggarai', 'udah', 'kasih', 'tau', 'tapin', 'saldo', 'potong', 'tapout', 'tp', 'sosialisasi', 'lwt', 'orasi', 'lisan', 'ptugas', 'layan', 'halte', 'klo', 'gue', 'pake', 'kartu', 'jaklingko', 'enak', 'bgini', 'sldo', 'potong', 'pas', 'tap', 'out', 'bkn', 'pas', 'tap', 'in', 'biar', 'bs', 'nikmat', 'tarif', 'integrasi', 'rp']",bln halte manggarai udah kasih tau tapin saldo potong tapout tp sosialisasi lwt orasi lisan ptugas layan halte klo gue pake kartu jaklingko enak bgini sldo potong pas tap out bkn pas tap in biar bs nikmat tarif integrasi rp
142,143,https://twitter.com/tasaralesya/statuses/1577180333631340544,tasaralesya,efektifnya tuh mengurangi macettransport massal kalo utk mengurangi mct mah belum efektif tp kl trans mass mnrt saya mah ud byk kemajuan skrg jadi ada opsi jaklingko angkot gratis iya saya klo kesana dkt juga ngojek bandung cocok dijadiin kayak belanda kultur sepedaan ,Twitter for Android,0,0,in,reply,7295,453,154,0,"['efektifnya', 'tuh', 'mengurangi', 'macettransport', 'massal', 'kalo', 'utk', 'mengurangi', 'mct', 'mah', 'belum', 'efektif', 'tp', 'kl', 'trans', 'mass', 'mnrt', 'saya', 'mah', 'ud', 'byk', 'kemajuan', 'skrg', 'jadi', 'ada', 'opsi', 'jaklingko', 'angkot', 'gratis', 'iya', 'saya', 'klo', 'kesana', 'dkt', 'juga', 'ngojek', 'bandung', 'cocok', 'dijadiin', 'kayak', 'belanda', 'kultur', 'sepedaan']","['efektifnya', 'tuh', 'mengurangi', 'macettransport', 'massal', 'kalo', 'utk', 'mengurangi', 'mct', 'mah', 'efektif', 'tp', 'trans', 'mass', 'mnrt', 'mah', 'ud', 'byk', 'kemajuan', 'skrg', 'opsi', 'jaklingko', 'angkot', 'gratis', 'iya', 'klo', 'kesana', 'dkt', 'ngojek', 'bandung', 'cocok', 'dijadiin', 'kayak', 'belanda', 'kultur', 'sepedaan']","['efektif', 'tuh', 'kurang', 'macettransport', 'massal', 'kalo', 'utk', 'kurang', 'mct', 'mah', 'efektif', 'tp', 'trans', 'mass', 'mnrt', 'mah', 'ud', 'byk', 'maju', 'skrg', 'opsi', 'jaklingko', 'angkot', 'gratis', 'iya', 'klo', 'kesana', 'dkt', 'ngojek', 'bandung', 'cocok', 'dijadiin', 'kayak', 'belanda', 'kultur', 'sepeda']",efektif tuh kurang macettransport massal kalo utk kurang mct mah efektif tp trans mass mnrt mah ud byk maju skrg opsi jaklingko angkot gratis iya klo kesana dkt ngojek bandung cocok dijadiin kayak belanda kultur sepeda
144,145,https://twitter.com/doydoymadoy/statuses/1577178707147468800,doydoymadoy,dari dulu kartu masih ok otrip sampe sekarang pakai jaklingko gw selalu tap in tap out meskipun pakai yang nbrt ,Twitter for Android,0,0,in,original,10449,399,207,0,"['dari', 'dulu', 'kartu', 'masih', 'ok', 'otrip', 'sampe', 'sekarang', 'pakai', 'jaklingko', 'gw', 'selalu', 'tap', 'in', 'tap', 'out', 'meskipun', 'pakai', 'yang', 'nbrt']","['kartu', 'ok', 'otrip', 'sampe', 'pakai', 'jaklingko', 'gw', 'tap', 'in', 'tap', 'out', 'pakai', 'nbrt']","['kartu', 'ok', 'otrip', 'sampe', 'pakai', 'jaklingko', 'gw', 'tap', 'in', 'tap', 'out', 'pakai', 'nbrt']",kartu ok otrip sampe pakai jaklingko gw tap in tap out pakai nbrt
145,146,https://twitter.com/septirizkiana/statuses/1577178301033914368,septirizkiana,dear admin hari ini saya naik tj turun di halte benhil pas tapping out kenapa saya kena biaya lagi ya saya sempet kesulitan tapping di mesin pertama trus pindah tempat malah kena lagi  tulisannya jaklingko pdhl pake emoney gmn trackingnya ya ,Twitter for Android,0,0,in,original,2433,233,215,0,"['dear', 'admin', 'hari', 'ini', 'saya', 'naik', 'tj', 'turun', 'di', 'halte', 'benhil', 'pas', 'tapping', 'out', 'kenapa', 'saya', 'kena', 'biaya', 'lagi', 'ya', 'saya', 'sempet', 'kesulitan', 'tapping', 'di', 'mesin', 'pertama', 'trus', 'pindah', 'tempat', 'malah', 'kena', 'lagi', 'tulisannya', 'jaklingko', 'pdhl', 'pake', 'emoney', 'gmn', 'trackingnya', 'ya']","['dear', 'admin', 'turun', 'halte', 'benhil', 'pas', 'tapping', 'out', 'kena', 'biaya', 'ya', 'sempet', 'kesulitan', 'tapping', 'mesin', 'trus', 'pindah', 'kena', 'tulisannya', 'jaklingko', 'pdhl', 'pake', 'emoney', 'gmn', 'trackingnya', 'ya']","['dear', 'admin', 'turun', 'halte', 'benhil', 'pas', 'tapping', 'out', 'kena', 'biaya', 'ya', 'sempet', 'sulit', 'tapping', 'mesin', 'trus', 'pindah', 'kena', 'tulis', 'jaklingko', 'pdhl', 'pake', 'emoney', 'gmn', 'trackingnya', 'ya']",dear admin turun halte benhil pas tapping out kena biaya ya sempet sulit tapping mesin trus pindah kena tulis jaklingko pdhl pake emoney gmn trackingnya ya
146,147,https://twitter.com/AnindraPrt/statuses/1577175724221341696,AnindraPrt,aku pakai kartu jaklingko aja tap out nbrt dari brt masih kepotong alat tap yang terbaru yang warna biru pernah bbrp kali supir bus menghimbau jangan tap lagi saat keluar bus ,Twitter Web App,0,0,in,reply,14624,346,69,0,"['aku', 'pakai', 'kartu', 'jaklingko', 'aja', 'tap', 'out', 'nbrt', 'dari', 'brt', 'masih', 'kepotong', 'alat', 'tap', 'yang', 'terbaru', 'yang', 'warna', 'biru', 'pernah', 'bbrp', 'kali', 'supir', 'bus', 'menghimbau', 'jangan', 'tap', 'lagi', 'saat', 'keluar', 'bus']","['pakai', 'kartu', 'jaklingko', 'aja', 'tap', 'out', 'nbrt', 'kepotong', 'alat', 'tap', 'terbaru', 'warna', 'biru', 'bbrp', 'kali', 'supir', 'bus', 'menghimbau', 'tap', 'bus']","['pakai', 'kartu', 'jaklingko', 'aja', 'tap', 'out', 'nbrt', 'potong', 'alat', 'tap', 'baru', 'warna', 'biru', 'bbrp', 'kali', 'supir', 'bus', 'menghimbau', 'tap', 'bus']",pakai kartu jaklingko aja tap out nbrt potong alat tap baru warna biru bbrp kali supir bus menghimbau tap bus
147,148,https://twitter.com/EryAnneMariey/statuses/1577173659000897538,EryAnneMariey,sampai sistem tj normal keknya bakalan naik jaklingko dulu buat ngantor walaupun waktu tempuhnya jadi lebih lama ,Twitter for Android,0,0,in,original,19512,329,249,0,"['sampai', 'sistem', 'tj', 'normal', 'keknya', 'bakalan', 'naik', 'jaklingko', 'dulu', 'buat', 'ngantor', 'walaupun', 'waktu', 'tempuhnya', 'jadi', 'lebih', 'lama']","['sistem', 'normal', 'keknya', 'jaklingko', 'ngantor', 'tempuhnya']","['sistem', 'normal', 'kek', 'jaklingko', 'ngantor', 'tempuh']",sistem normal kek jaklingko ngantor tempuh
148,149,https://twitter.com/3vi02/statuses/1577169567641542656,3vi02,sy sdh bbrp kali coba beli kartu jaklingko tp habis semua  di s parman jemb baru rawa buaya grogol  hrs cari kemana ya di jakarta barat rute tj  ,Twitter for iPhone,0,0,in,original,84,15,0,0,"['sy', 'sdh', 'bbrp', 'kali', 'coba', 'beli', 'kartu', 'jaklingko', 'tp', 'habis', 'semua', 'di', 's', 'parman', 'jemb', 'baru', 'rawa', 'buaya', 'grogol', 'hrs', 'cari', 'kemana', 'ya', 'di', 'jakarta', 'barat', 'rute', 'tj']","['sy', 'sdh', 'bbrp', 'kali', 'coba', 'beli', 'kartu', 'jaklingko', 'tp', 'habis', 's', 'parman', 'jemb', 'rawa', 'buaya', 'grogol', 'hrs', 'cari', 'kemana', 'ya', 'jakarta', 'barat', 'rute']","['sy', 'sdh', 'bbrp', 'kali', 'coba', 'beli', 'kartu', 'jaklingko', 'tp', 'habis', 's', 'parman', 'jemb', 'rawa', 'buaya', 'grogol', 'hrs', 'cari', 'mana', 'ya', 'jakarta', 'barat', 'rute']",sy sdh bbrp kali coba beli kartu jaklingko tp habis s parman jemb rawa buaya grogol hrs cari mana ya jakarta barat rute
149,150,https://twitter.com/vivi_mey/statuses/1577166949569921024,vivi_mey,sep jam  top up kartu jaklingko di haltetj rs islamuang udah masuk di mesin tp transaksi gagal dibantu ptugas komplain via wa katanya h hr krja saldo direfund tp smpe siang ini msh gak msk rek coba wa lgi gak djawab keknya bohongan nih csnya ,Twitter for Android,0,0,in,original,43627,1154,1166,0,"['sep', 'jam', 'top', 'up', 'kartu', 'jaklingko', 'di', 'haltetj', 'rs', 'islamuang', 'udah', 'masuk', 'di', 'mesin', 'tp', 'transaksi', 'gagal', 'dibantu', 'ptugas', 'komplain', 'via', 'wa', 'katanya', 'h', 'hr', 'krja', 'saldo', 'direfund', 'tp', 'smpe', 'siang', 'ini', 'msh', 'gak', 'msk', 'rek', 'coba', 'wa', 'lgi', 'gak', 'djawab', 'keknya', 'bohongan', 'nih', 'csnya']","['sep', 'jam', 'top', 'up', 'kartu', 'jaklingko', 'haltetj', 'rs', 'islamuang', 'udah', 'masuk', 'mesin', 'tp', 'transaksi', 'gagal', 'dibantu', 'ptugas', 'komplain', 'via', 'wa', 'h', 'hr', 'krja', 'saldo', 'direfund', 'tp', 'smpe', 'siang', 'msh', 'gak', 'msk', 'rek', 'coba', 'wa', 'lgi', 'gak', 'djawab', 'keknya', 'bohongan', 'nih', 'csnya']","['sep', 'jam', 'top', 'up', 'kartu', 'jaklingko', 'haltetj', 'rs', 'islamuang', 'udah', 'masuk', 'mesin', 'tp', 'transaksi', 'gagal', 'bantu', 'ptugas', 'komplain', 'via', 'wa', 'h', 'hr', 'krja', 'saldo', 'direfund', 'tp', 'smpe', 'siang', 'msh', 'gak', 'msk', 'rek', 'coba', 'wa', 'lgi', 'gak', 'djawab', 'kek', 'bohong', 'nih', 'csnya']",sep jam top up kartu jaklingko haltetj rs islamuang udah masuk mesin tp transaksi gagal bantu ptugas komplain via wa h hr krja saldo direfund tp smpe siang msh gak msk rek coba wa lgi gak djawab kek bohong nih csnya
150,151,https://twitter.com/tksquishyy/statuses/1577165615290535937,tksquishyy,min ini kenapa gabisa pake qr link aja di halte grogol ya mau beli jaklingko juga habis ,Twitter for Android,0,0,in,original,438,185,33,0,"['min', 'ini', 'kenapa', 'gabisa', 'pake', 'qr', 'link', 'aja', 'di', 'halte', 'grogol', 'ya', 'mau', 'beli', 'jaklingko', 'juga', 'habis']","['min', 'gabisa', 'pake', 'qr', 'link', 'aja', 'halte', 'grogol', 'ya', 'beli', 'jaklingko', 'habis']","['min', 'gabisa', 'pake', 'qr', 'link', 'aja', 'halte', 'grogol', 'ya', 'beli', 'jaklingko', 'habis']",min gabisa pake qr link aja halte grogol ya beli jaklingko habis
151,152,https://twitter.com/BBravo911/statuses/1577163788943753216,BBravo911,saya bikin twit soal jaklingko yg mrupakan program bapak trnyta bnyk netizen asal bandung surabaya yg brharap kpn transportasi di kota ku bisa sprt di jakarta lalu yg warga dki sndiri yg mayoritas kalangan muda bnyk yg puas krn dianggap bisa mnurunkan ongkos transportasi ,Twitter for iPhone,0,8,in,retweet,46646,2801,1661,"0,481637568","['saya', 'bikin', 'twit', 'soal', 'jaklingko', 'yg', 'mrupakan', 'program', 'bapak', 'trnyta', 'bnyk', 'netizen', 'asal', 'bandung', 'surabaya', 'yg', 'brharap', 'kpn', 'transportasi', 'di', 'kota', 'ku', 'bisa', 'sprt', 'di', 'jakarta', 'lalu', 'yg', 'warga', 'dki', 'sndiri', 'yg', 'mayoritas', 'kalangan', 'muda', 'bnyk', 'yg', 'puas', 'krn', 'dianggap', 'bisa', 'mnurunkan', 'ongkos', 'transportasi']","['bikin', 'twit', 'jaklingko', 'mrupakan', 'program', 'trnyta', 'bnyk', 'netizen', 'bandung', 'surabaya', 'brharap', 'kpn', 'transportasi', 'kota', 'ku', 'sprt', 'jakarta', 'warga', 'dki', 'sndiri', 'mayoritas', 'kalangan', 'muda', 'bnyk', 'puas', 'dianggap', 'mnurunkan', 'ongkos', 'transportasi']","['bikin', 'twit', 'jaklingko', 'mrupakan', 'program', 'trnyta', 'bnyk', 'netizen', 'bandung', 'surabaya', 'brharap', 'kpn', 'transportasi', 'kota', 'ku', 'sprt', 'jakarta', 'warga', 'dki', 'sndiri', 'mayoritas', 'kalang', 'muda', 'bnyk', 'puas', 'anggap', 'mnurunkan', 'ongkos', 'transportasi']",bikin twit jaklingko mrupakan program trnyta bnyk netizen bandung surabaya brharap kpn transportasi kota ku sprt jakarta warga dki sndiri mayoritas kalang muda bnyk puas anggap mnurunkan ongkos transportasi
152,153,https://twitter.com/GNFI/statuses/1577160912623919104,GNFI,untuk bisa naik mikrotrans gratis ini perlu punya kartu jaklingko kartu mesti ditab di area khusus yang ada di bagian depan mikrotrans menurut dinas perhubungan dki jakarta warna mikrotrans ternyata tak hanya biru ada biru merah yang terbaru akan ada warna putih ,Twitter for Android,7,0,in,reply,97911,405,1688947,"0,000414459","['untuk', 'bisa', 'naik', 'mikrotrans', 'gratis', 'ini', 'perlu', 'punya', 'kartu', 'jaklingko', 'kartu', 'mesti', 'ditab', 'di', 'area', 'khusus', 'yang', 'ada', 'di', 'bagian', 'depan', 'mikrotrans', 'menurut', 'dinas', 'perhubungan', 'dki', 'jakarta', 'warna', 'mikrotrans', 'ternyata', 'tak', 'hanya', 'biru', 'ada', 'biru', 'merah', 'yang', 'terbaru', 'akan', 'ada', 'warna', 'putih']","['mikrotrans', 'gratis', 'kartu', 'jaklingko', 'kartu', 'mesti', 'ditab', 'area', 'khusus', 'mikrotrans', 'dinas', 'perhubungan', 'dki', 'jakarta', 'warna', 'mikrotrans', 'biru', 'biru', 'merah', 'terbaru', 'warna', 'putih']","['mikrotrans', 'gratis', 'kartu', 'jaklingko', 'kartu', 'mesti', 'ditab', 'area', 'khusus', 'mikrotrans', 'dinas', 'hubung', 'dki', 'jakarta', 'warna', 'mikrotrans', 'biru', 'biru', 'merah', 'baru', 'warna', 'putih']",mikrotrans gratis kartu jaklingko kartu mesti ditab area khusus mikrotrans dinas hubung dki jakarta warna mikrotrans biru biru merah baru warna putih
153,154,https://twitter.com/iceikawa/statuses/1577154483288621056,iceikawa,dikira chinese krn sipit dikira udh kerja krn pake lanyard jaklingko dikira udh punya pacar thx u dah hibur saya ya om driver ,Twitter for iPhone,0,0,in,original,15794,541,284,0,"['dikira', 'chinese', 'krn', 'sipit', 'dikira', 'udh', 'kerja', 'krn', 'pake', 'lanyard', 'jaklingko', 'dikira', 'udh', 'punya', 'pacar', 'thx', 'u', 'dah', 'hibur', 'saya', 'ya', 'om', 'driver']","['chinese', 'sipit', 'udh', 'kerja', 'pake', 'lanyard', 'jaklingko', 'udh', 'pacar', 'thx', 'u', 'dah', 'hibur', 'ya', 'om', 'driver']","['chinese', 'sipit', 'udh', 'kerja', 'pake', 'lanyard', 'jaklingko', 'udh', 'pacar', 'thx', 'u', 'dah', 'hibur', 'ya', 'om', 'driver']",chinese sipit udh kerja pake lanyard jaklingko udh pacar thx u dah hibur ya om driver
154,155,https://twitter.com/hii__nauu/statuses/1577154455266414592,hii__nauu,baru tau jaklingko bisa pake emoney klo dkt rmh ada jaklingko pp kuliah ongkos cm  ,Twitter for Android,1,0,in,original,803,27,28,"3,571428571","['baru', 'tau', 'jaklingko', 'bisa', 'pake', 'emoney', 'klo', 'dkt', 'rmh', 'ada', 'jaklingko', 'pp', 'kuliah', 'ongkos', 'cm']","['tau', 'jaklingko', 'pake', 'emoney', 'klo', 'dkt', 'rmh', 'jaklingko', 'pp', 'kuliah', 'ongkos']","['tau', 'jaklingko', 'pake', 'emoney', 'klo', 'dkt', 'rmh', 'jaklingko', 'pp', 'kuliah', 'ongkos']",tau jaklingko pake emoney klo dkt rmh jaklingko pp kuliah ongkos
155,156,https://twitter.com/most1058/statuses/1577147057948631040,most1058,sejumlah halte transjakarta mengalami penumpukan pagi tadi karena kendala kartu transportasi elektronik terblokir pt jaklingko menerangkan pihaknya mulai menerapkan kebijakan satu kartu untuk satu penumpang mostupdate ,Twitter Web App,1,0,in,original,148561,1536,73751,"0,001355914","['sejumlah', 'halte', 'transjakarta', 'mengalami', 'penumpukan', 'pagi', 'tadi', 'karena', 'kendala', 'kartu', 'transportasi', 'elektronik', 'terblokir', 'pt', 'jaklingko', 'menerangkan', 'pihaknya', 'mulai', 'menerapkan', 'kebijakan', 'satu', 'kartu', 'untuk', 'satu', 'penumpang', 'mostupdate']","['halte', 'transjakarta', 'mengalami', 'penumpukan', 'pagi', 'kendala', 'kartu', 'transportasi', 'elektronik', 'terblokir', 'pt', 'jaklingko', 'menerangkan', 'menerapkan', 'kebijakan', 'kartu', 'penumpang', 'mostupdate']","['halte', 'transjakarta', 'alami', 'tumpu', 'pagi', 'kendala', 'kartu', 'transportasi', 'elektronik', 'blokir', 'pt', 'jaklingko', 'terang', 'terap', 'bijak', 'kartu', 'tumpang', 'mostupdate']",halte transjakarta alami tumpu pagi kendala kartu transportasi elektronik blokir pt jaklingko terang terap bijak kartu tumpang mostupdate
156,157,https://twitter.com/perumahandki/statuses/1577143823838621696,perumahandki,berada di kawasan menteng yang strategis dan mudah dijangkau dengan berbagai moda transportasi publik yang meliputi transportasi krl melalui stasiun cikini dan stasiun gondangdia transjakarta ataupun jaklingko diharapkan dapat memudahkan mobilitas jajaran anggotacont ,Twitter Web App,1,0,in,reply,918,52,1041,"0,096061479","['berada', 'di', 'kawasan', 'menteng', 'yang', 'strategis', 'dan', 'mudah', 'dijangkau', 'dengan', 'berbagai', 'moda', 'transportasi', 'publik', 'yang', 'meliputi', 'transportasi', 'krl', 'melalui', 'stasiun', 'cikini', 'dan', 'stasiun', 'gondangdia', 'transjakarta', 'ataupun', 'jaklingko', 'diharapkan', 'dapat', 'memudahkan', 'mobilitas', 'jajaran', 'anggotacont']","['kawasan', 'menteng', 'strategis', 'mudah', 'dijangkau', 'moda', 'transportasi', 'publik', 'meliputi', 'transportasi', 'krl', 'stasiun', 'cikini', 'stasiun', 'gondangdia', 'transjakarta', 'jaklingko', 'diharapkan', 'memudahkan', 'mobilitas', 'jajaran', 'anggotacont']","['kawasan', 'menteng', 'strategis', 'mudah', 'jangkau', 'moda', 'transportasi', 'publik', 'liput', 'transportasi', 'krl', 'stasiun', 'cikini', 'stasiun', 'gondangdia', 'transjakarta', 'jaklingko', 'harap', 'mudah', 'mobilitas', 'jajar', 'anggotacont']",kawasan menteng strategis mudah jangkau moda transportasi publik liput transportasi krl stasiun cikini stasiun gondangdia transjakarta jaklingko harap mudah mobilitas jajar anggotacont
157,158,https://twitter.com/ATirtoaji/statuses/1577139766348636160,ATirtoaji,halo min boleh dijelaskan utk mesin bct itu apa utk kartunya sendiri utk semua kartu flazze moneyetc atau kartu jaklingko saja dan apakah di semua halte ada mesin bct nya ,Twitter for Android,0,0,in,original,7,283,2,0,"['halo', 'min', 'boleh', 'dijelaskan', 'utk', 'mesin', 'bct', 'itu', 'apa', 'utk', 'kartunya', 'sendiri', 'utk', 'semua', 'kartu', 'flazze', 'moneyetc', 'atau', 'kartu', 'jaklingko', 'saja', 'dan', 'apakah', 'di', 'semua', 'halte', 'ada', 'mesin', 'bct', 'nya']","['halo', 'min', 'utk', 'mesin', 'bct', 'utk', 'kartunya', 'utk', 'kartu', 'flazze', 'moneyetc', 'kartu', 'jaklingko', 'halte', 'mesin', 'bct', 'nya']","['halo', 'min', 'utk', 'mesin', 'bct', 'utk', 'kartu', 'utk', 'kartu', 'flazze', 'moneyetc', 'kartu', 'jaklingko', 'halte', 'mesin', 'bct', 'nya']",halo min utk mesin bct utk kartu utk kartu flazze moneyetc kartu jaklingko halte mesin bct nya
158,159,https://twitter.com/muhajica/statuses/1577138001498451968,muhajica,di halte trans jakarta n pangkalan angkot mikrotrans jaklingko sell ada ug jual ,Twitter for Android,0,0,in,reply,2055,258,117,0,"['di', 'halte', 'trans', 'jakarta', 'n', 'pangkalan', 'angkot', 'mikrotrans', 'jaklingko', 'sell', 'ada', 'ug', 'jual']","['halte', 'trans', 'jakarta', 'n', 'pangkalan', 'angkot', 'mikrotrans', 'jaklingko', 'sell', 'ug', 'jual']","['halte', 'trans', 'jakarta', 'n', 'pangkal', 'angkot', 'mikrotrans', 'jaklingko', 'sell', 'ug', 'jual']",halte trans jakarta n pangkal angkot mikrotrans jaklingko sell ug jual
159,160,https://twitter.com/Childofzeus_/statuses/1577137602250952705,Childofzeus_,gua biasanya scan barcode tiket harian di app tijejaklingko terus pas keluar pake flazz yang saldonya   ,Twitter for iPhone,0,0,in,reply,9036,184,243,0,"['gua', 'biasanya', 'scan', 'barcode', 'tiket', 'harian', 'di', 'app', 'tijejaklingko', 'terus', 'pas', 'keluar', 'pake', 'flazz', 'yang', 'saldonya']","['gua', 'scan', 'barcode', 'tiket', 'harian', 'app', 'tijejaklingko', 'pas', 'pake', 'flazz', 'saldonya']","['gua', 'scan', 'barcode', 'tiket', 'hari', 'app', 'tijejaklingko', 'pas', 'pake', 'flazz', 'saldo']",gua scan barcode tiket hari app tijejaklingko pas pake flazz saldo
161,162,https://twitter.com/mccbg11/statuses/1577127330937307137,mccbg11,busway hari ini nyusahin banget kenapa harus pembaruan sistem di jam sekarang udah antri lamalama ternyata kartu selain jaklingko harus aktivasi dulu akhirnya mundur lagi aktivasi dulu antri panjang lagi ,Twitter for Android,0,0,in,original,4755,421,260,0,"['busway', 'hari', 'ini', 'nyusahin', 'banget', 'kenapa', 'harus', 'pembaruan', 'sistem', 'di', 'jam', 'sekarang', 'udah', 'antri', 'lamalama', 'ternyata', 'kartu', 'selain', 'jaklingko', 'harus', 'aktivasi', 'dulu', 'akhirnya', 'mundur', 'lagi', 'aktivasi', 'dulu', 'antri', 'panjang', 'lagi']","['busway', 'nyusahin', 'banget', 'pembaruan', 'sistem', 'jam', 'udah', 'antri', 'lamalama', 'kartu', 'jaklingko', 'aktivasi', 'mundur', 'aktivasi', 'antri']","['busway', 'nyusahin', 'banget', 'baru', 'sistem', 'jam', 'udah', 'antri', 'lamalama', 'kartu', 'jaklingko', 'aktivasi', 'mundur', 'aktivasi', 'antri']",busway nyusahin banget baru sistem jam udah antri lamalama kartu jaklingko aktivasi mundur aktivasi antri
163,164,https://twitter.com/flrkctt/statuses/1577118092173676545,flrkctt,aktivasi apa min lah kata petugas yg harus di aktivasi yg kartu jaklingko dan emoney mandiri aja ,Twitter for Android,0,0,in,reply,50472,486,523,0,"['aktivasi', 'apa', 'min', 'lah', 'kata', 'petugas', 'yg', 'harus', 'di', 'aktivasi', 'yg', 'kartu', 'jaklingko', 'dan', 'emoney', 'mandiri', 'aja']","['aktivasi', 'min', 'petugas', 'aktivasi', 'kartu', 'jaklingko', 'emoney', 'mandiri', 'aja']","['aktivasi', 'min', 'tugas', 'aktivasi', 'kartu', 'jaklingko', 'emoney', 'mandiri', 'aja']",aktivasi min tugas aktivasi kartu jaklingko emoney mandiri aja
